0,0,0,137,0,0,0,0,0,0,0,0,50,0,0,0,2,0,0,5,2,0,0,1,0
0,0,0,47,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1400,0,0,0,5,0,0,0,0,325,0,2,0,12,0,0,1,8,0,1,20,0
0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,301,0,0,0,4,0,0,0,0,431,0,0,0,3,0,0,2,3,0,1,5,0
0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,399,0,0,0,2,0,0,0,0,1751,0,1,0,183,0,0,14,511,0,120,443,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,18,0,32,0,25,0,0,74,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,2,0,0
0,0,0,12,0,0,0,0,0,0,0,0,56,0,15,0,478,0,0,16,20,0,9,46,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0
0,0,0,5,0,0,0,0,0,0,0,0,34,0,3,0,4,0,0,145,1,0,0,9,0
0,0,0,23,0,0,0,0,0,0,0,0,46,0,0,0,53,0,0,2,737,0,24,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,16,0,0,0,0,0,0,0,0,43,0,0,0,24,0,0,0,56,0,89,26,0
0,0,0,18,0,0,0,0,0,0,0,0,136,0,1,0,39,0,0,8,29,0,13,111,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0
